Date,Tweets,Preprocessing
2020-06-21 19:37:29,RT @irawan507_: @sany_maya kerasa sampe prambanan,507 maya kerasa sampe prambanan
2020-06-21 19:37:29,@heysiff dmna?, dmna 
2020-06-21 19:37:29,@aestenana MAKASIH NATT, makasih natt
2020-06-21 19:37:29,"Mak ser, baknen gempa 😡",mak ser baknen gempa 
2020-06-21 19:37:29,@karishma_rish Bata?? https://t.co/Vh4lNgQjfk, rish bata 
2020-06-21 19:37:29,"@dimanamanaaa Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/HIXRoL9YPp", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:29,@mamoyodesu Dimana yak? Jatim kerasa, dimana yak jatim kerasa
2020-06-21 19:37:29,Astaughfirullah,astaughfirullah
2020-06-21 19:37:29,aku sedikit lupa akan kata Kisah dengan mu,aku sedikit lupa akan kata kisah dengan mu
2020-06-21 19:37:29,"@Arruummmm Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/bY8Z7n2uSY", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:29,"astaghfirllah,gempa gede sekali:(",astaghfirllah gempa gede sekali 
2020-06-21 19:37:29,"@ridingmaxi Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/cKnVY9YSNh", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:29,"Dari dulu, sampai sekarang. Ada jela isu kau cuba nak bangkitkan. Apa benda entah 😂",dari dulu sampai sekarang ada jela isu kau cuba nak bangkitkan apa benda entah 
2020-06-21 19:37:29,hihiih korang tak tido lagi wat pe tu,hihiih korang tak tido lagi wat pe tu
2020-06-21 19:37:29,Linduuuu😌😌,linduuuu 
2020-06-21 19:37:29,"@crhsnts Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/NEVd8mVUIw", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:29,@pinjamgoceng ak nya gapaham :(, ak nya gapaham 
2020-06-21 19:37:29,RT @Shehzad_Ind: Yeh Rishta Kya Kehlata Hai? https://t.co/fAzReCyCua, ind yeh rishta kya kehlata hai 
2020-06-21 19:37:29,Gempaa serem bgt,gempaa serem bgt
2020-06-21 19:37:29,@pinjamgoceng emg iy?, emg iy 
2020-06-21 19:37:29,@niidaaaarfh Tak kiro aku sedang mimpi horror, tak kiro aku sedang mimpi horror
2020-06-21 19:37:29,Babi baju Tokyo Ghoul semua atas RM100 😂😂,babi baju tokyo ghoul semua atas rm100 
2020-06-21 19:37:29,@JogjaUpdate @esteangett iya tau, iya tau
2020-06-21 19:37:29,BuAdam BenimBabam,buadam benimbabam
2020-06-21 19:37:29,mana baru bobokan di lantai,mana baru bobokan di lantai
2020-06-21 19:37:29,@Citramanggraini @infoBMKG Sabar kakk. Bmkg lagi ngetique, sabar kakk bmkg lagi ngetique
2020-06-21 19:37:29,@caioszin pinta de rosa sem neurose, pinta de rosa sem neurose
2020-06-21 19:37:29,"@lea_aiuu Iya sih kerasa banget, biasanya aku ga kerasa huhu", aiuu iya sih kerasa banget biasanya aku ga kerasa huhu
2020-06-21 19:37:29,@yudhidwi_ Banter banget tak kiro ngimpi e, banter banget tak kiro ngimpi e
2020-06-21 19:37:29,@lmaoitszaynab lil uzi, lil uzi
2020-06-21 19:37:29,"Banyumas lindu, ana sing krasa?",banyumas lindu ana sing krasa 
2020-06-21 19:37:29,"@munchinthepools hah gempa? kok di jakarta nggak berasa?
Aku lagi tiduran di lantaiiii", hah gempa kok di jakarta nggak berasa aku lagi tiduran di lantaiiii
2020-06-21 19:37:29,Baru kali ini tidur bisa ngerasain gempa😭,baru kali ini tidur bisa ngerasain gempa 
2020-06-21 19:37:29,"Mitos:
Selaput dara wanita semua sama.

Fakta:
Setiap wanita memiliki selaput dara dengan bentuk yang berbeda, selaput dara juga akan bertumbuh seiring berkembangnya Miss V.",mitos selaput dara wanita semua sama fakta setiap wanita memiliki selaput dara dengan bentuk yang berbeda selaput dara juga akan bertumbuh seiring berkembangnya miss v 
2020-06-21 19:37:29,Bang jhope ganteng banget,bang jhope ganteng banget
2020-06-21 19:37:29,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:29,"@yaelahjuy IYA IHHH 
KENCENG JUGA", iya ihhh kenceng juga
2020-06-21 19:37:29,gempa weh apa”an,gempa weh apa an
2020-06-21 19:37:29,@AnaPauSnz Lindona gata https://t.co/pVWa00GPkU, lindona gata 
2020-06-21 19:37:29,Auto pusing langsung bangun grgr gempa yawlah,auto pusing langsung bangun grgr gempa yawlah
2020-06-21 19:37:29,Kaget gempa kenceng bgt ya allah 😭,kaget gempa kenceng bgt ya allah 
2020-06-21 19:37:29,Jin logon se dooor rehne ki tawaqa thi ajj woh block list mein hai😂,jin logon se dooor rehne ki tawaqa thi ajj woh block list mein hai 
2020-06-21 19:37:29,ramalannya agak benar ternyata,ramalannya agak benar ternyata
2020-06-21 19:37:29,"RT @Joeys_Chandler: @sonamakapoor Say no to Nepotism

RT - Kangana Ranaut (Self made)

Like - Sonam Kapoor (Nepotism Kid) https://t.co/O8Ad…", chandler say no to nepotism kangana ranaut self made like sonam kapoor nepotism kid 
2020-06-21 19:37:29,@vrinbies Tidur woee, tidur woee
2020-06-21 19:37:29,@NotYourLSD Madiun dkk, madiun dkk
2020-06-21 19:37:29,@esteangett gempa?, gempa 
2020-06-21 19:37:29,@nuitcemal Ment, ment
2020-06-21 19:37:29,kira kira kalo mangkal di base jam segini ada yang waro gak .____.,kira kira kalo mangkal di base jam segini ada yang waro gak 
2020-06-21 19:37:29,@andisy_ jogjaaaaaa, jogjaaaaaa
2020-06-21 19:37:29,Gempaa,gempaa
2020-06-21 19:37:29,@ccmiladope Dinah Jane, dinah jane
2020-06-21 19:37:29,"RT @merapi_news: 22:43 Tadi hujan abu, sekarang hujan air listrik padam lagi di kidul merapi", news 22 43 tadi hujan abu sekarang hujan air listrik padam lagi di kidul merapi
2020-06-21 19:37:29,@hanboisss jawa bg, jawa bg
2020-06-21 19:37:29,@abstentism Bonus muka gue keliatan dikit, bonus muka gue keliatan dikit
2020-06-21 19:37:29,RT @KancutMeleduk: KECEMPLUNG 😭😭😭 https://t.co/LmxyfhSxxo, kecemplung 
2020-06-21 19:37:29,@awlaskaa jogja ce, jogja ce
2020-06-21 19:37:29,RT @OrangKoslet: Kaum Munafiqun dan #BangsatBangsa pun mengulang lagi sejarahnya., kaum munafiqun dan bangsatbangsa pun mengulang lagi sejarahnya 
2020-06-21 19:37:29,Mak tratap lindu...,mak tratap lindu 
2020-06-21 19:37:29,"@xxxfinnn Ho o ekwk
W kira lg muncul bos terakhir di kmar 😂", ho o ekwk w kira lg muncul bos terakhir di kmar 
2020-06-21 19:37:29,@lemonayen Aku jg mikir gini😭, aku jg mikir gini 
2020-06-21 19:37:29,@zZulfan Yoik mas..turu Mak tratap iki, yoik mas turu mak tratap iki
2020-06-21 19:37:29,"RT @migulodon: @Kiseccinoai ka gifta bocil maaf ak tdak sopan tp dirimu memang bocil. bundanya strao 🥺🥺🥺🥺. jangan ilang ilang lagi, di sini…", ka gifta bocil maaf ak tdak sopan tp dirimu memang bocil bundanya strao jangan ilang ilang lagi di sini 
2020-06-21 19:37:29,L(r)INDU selindu lindunya,l r indu selindu lindunya
2020-06-21 19:37:29,"Kemaren Merapi, sekarang Gempa",kemaren merapi sekarang gempa
2020-06-21 19:37:29,"@Ponakan_Bahar tak rasak2 ke gek turu kok soyo penak ki, ha jebul lindu", bahar tak rasak2 ke gek turu kok soyo penak ki ha jebul lindu
2020-06-21 19:37:29,"@ibnissh Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/F7lme7BCtn", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:29,RT @AlissaWahid: Gempanya kuat juga ya, gempanya kuat juga ya
2020-06-21 19:37:29,RT @txtdarionlshop: otw sanhok https://t.co/yAvqp6jgbs, otw sanhok 
2020-06-21 19:37:29,RT @uhkooo: yoongi eyebrow slit? https://t.co/aJvfEikSoQ, yoongi eyebrow slit 
2020-06-21 19:37:29,Aku kira rindu rupanya Lindu,aku kira rindu rupanya lindu
2020-06-21 19:37:29,@urreasupports KKKKKKKKKKKKKKKKKMAX, kkkkkkkkkkkkkkkkkmax
2020-06-21 19:37:29,"@nksthi Langsung mikir masalah kiamat""😭😭", langsung mikir masalah kiamat 
2020-06-21 19:37:29,"@alestierre iya, kenceng bgt di sini", iya kenceng bgt di sini
2020-06-21 19:37:29,"RT @ONEGKIND: K- VIPS listening haru haru: 😭😢😤☹😭🙁😖😔😓☹😭😢☹🤯😩😢😭😤☹

Me listening; 
@YG_GlobalVIP #BIGBANG 
 https://t.co/fVpV0DzBSr", k vips listening haru haru me listening globalvip bigbang 
2020-06-21 19:37:29,Kerasa banget min https://t.co/cMxcttRHHL,kerasa banget min 
2020-06-21 19:37:29,esok kelas kul 8 tau. kelas teori tau husna tau. ni sibuk mengedit lagi ni dah kenapa,esok kelas kul 8 tau kelas teori tau husna tau ni sibuk mengedit lagi ni dah kenapa
2020-06-21 19:37:29,@ependoss Wkwkwkwk rosone koyok di oyak2 sahur meh imsyak, wkwkwkwk rosone koyok di oyak2 sahur meh imsyak
2020-06-21 19:37:29,"@fuceqboi istipar luh, ngakak diatas penderitaan org😭", istipar luh ngakak diatas penderitaan org 
2020-06-21 19:37:29,@waeilkkayoh STAY SAFEEEEE TP AK GA KERASA, stay safeeeee tp ak ga kerasa
2020-06-21 19:37:29,@area_jogja Ampe kebangun :(((, jogja ampe kebangun 
2020-06-21 19:37:29,SEMOGA KALIAN BAIK BAIK AJA YA,semoga kalian baik baik aja ya
2020-06-21 19:37:29,"@yynlay Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/PxPgKN2euP", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:29,@iputr Koe sambat wae gempa to put dadine, koe sambat wae gempa to put dadine
2020-06-21 19:37:29,Lhuyuuuddd,lhuyuuuddd
2020-06-21 19:37:29,@junjunglow bamsat bner jg, bamsat bner jg
2020-06-21 19:37:29,"@jauregxkcc B
Dinah Jane", b dinah jane
2020-06-21 19:37:29,"Lagi nyenyak sampe lari, gempa suaranya sampe gitu :(",lagi nyenyak sampe lari gempa suaranya sampe gitu 
2020-06-21 19:37:29,@aleaaaleee Baik baik aja cuma kaget aja huhu, baik baik aja cuma kaget aja huhu
2020-06-21 19:37:29,@uryouniverse Ak purworejo jateng :(, ak purworejo jateng 
2020-06-21 19:37:29,@gegesetiawan @rubenbetarushi Sampek tangi ki 😱, sampek tangi ki 
2020-06-21 19:37:29,@windyindria Windy blm tidorrrr, windy blm tidorrrr
2020-06-21 19:37:29,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:29,@embodymt @evseennsu blandengue, blandengue
2020-06-21 19:37:29,@febrianaNH AKU PANIK DIKIT WKWK, aku panik dikit wkwk
2020-06-21 19:37:29,Gempa 😢,gempa 
2020-06-21 19:37:29,@jaeyongmarried yaampun iya gasadar😂, yaampun iya gasadar 
2020-06-21 19:37:29,"@matanajwaaa hSHSHSHSHHS NGAPAIN SIK NAJWA, dah mending km bobok", hshshshshhs ngapain sik najwa dah mending km bobok
2020-06-21 19:37:29,@vignette03 gaada yg geter ih,03 gaada yg geter ih
2020-06-21 19:37:29,Nah fr 💀💀💀💀 https://t.co/U9O2f1rHPC,nah fr 
2020-06-21 19:37:29,RT @daythinkerbell: @infoBMKG Min gempa😭, min gempa 
2020-06-21 19:37:29,"RT @andihiyat: Kadang suka ngomong ke diri sendiri ""Mau lu apa sih sebenernya""", kadang suka ngomong ke diri sendiri mau lu apa sih sebenernya 
2020-06-21 19:37:29,@BTSTREAMPARTY @BTS_twt kim seokjin STAY ON @BTS_twt, twt kim seokjin stay on twt
2020-06-21 19:37:29,DeSiStoh,desistoh
2020-06-21 19:37:29,"kemaren jadi tempat curhat, apa apa kedia, dia juga dikit dikit nyari, eh sekarang udah kayak orang ga pernah kenal aja gitu",kemaren jadi tempat curhat apa apa kedia dia juga dikit dikit nyari eh sekarang udah kayak orang ga pernah kenal aja gitu
2020-06-21 19:37:29,RT @kabarsleman: Gempa?, gempa 
2020-06-21 19:37:29,@infoBMKG Gempi ga update, gempi ga update
2020-06-21 19:37:29,RT @caylenskian: kian’s guardian angel 🕊💙 https://t.co/YUGgonuxft, kian s guardian angel 
2020-06-21 19:37:29,gempa ga si?,gempa ga si 
2020-06-21 19:37:29,Petugas bmkg suwi le update...,petugas bmkg suwi le update 
2020-06-21 19:37:29,@wusyuwusyu Aku dom cilacap nihh gatau lokasinya dimana, aku dom cilacap nihh gatau lokasinya dimana
2020-06-21 19:37:29,Innalilahii gempa gedhe banget sampe kebangun😭,innalilahii gempa gedhe banget sampe kebangun 
2020-06-21 19:37:29,"Secara tidak sadar, dengan kejujuran; kamu telah menyelamatkan dirimu sendiri",secara tidak sadar dengan kejujuran kamu telah menyelamatkan dirimu sendiri
2020-06-21 19:37:29,Kebangun jam segini. Ada gempa:((,kebangun jam segini ada gempa 
2020-06-21 19:37:29,@JogjaUpdate Iya min, iya min
2020-06-21 19:37:29,bmkg kok ga update??:&lt;,bmkg kok ga update lt 
2020-06-21 19:37:29,"@krnwns_ Eh anjir, kebangun gw terus gempa", eh anjir kebangun gw terus gempa
2020-06-21 19:37:29,@dvasasa_ kok bsa, kok bsa
2020-06-21 19:37:29,"Njirr gempa ndak sih iki ??? 😲
#gempa

02:34 wib",njirr gempa ndak sih iki gempa 02 34 wib
2020-06-21 19:37:29,"@jayounmin IYEE IYEEE INI GW LANGSUNG KELUAR KAMAR
GW PIKIR TIKUS TAWURAN(;´༎ຶД༎ຶ`)
TERNYATA BENERAN ANJUU", iyee iyeee ini gw langsung keluar kamar gw pikir tikus tawuran ternyata beneran anjuu
2020-06-21 19:37:29,@izzahhasyim Kamu dimana Nak? Aku lagi tidur sampe kebangun kenceng bgt, kamu dimana nak aku lagi tidur sampe kebangun kenceng bgt
2020-06-21 19:37:29,"RT @Tanya_offl: KOLUTHUNGADA 🤩 @actorvijay
The King of Kollywood 
#HBDTHALAPATHYVijay https://t.co/H30s3HssX4", offl koluthungada the king of kollywood hbdthalapathyvijay 
2020-06-21 19:37:29,RT @whonawi: tipu la kalau masa kecik takpernah buat macam ni lagi lagi kalau takdapat beli mainan: https://t.co/PkGzHXh9fk, tipu la kalau masa kecik takpernah buat macam ni lagi lagi kalau takdapat beli mainan 
2020-06-21 19:37:29,Bisa gila,bisa gila
2020-06-21 19:37:29,@quezerazeraa Mau kubisikin ke dm tp ntar kamu nyesel :), mau kubisikin ke dm tp ntar kamu nyesel 
2020-06-21 19:37:29,@DemirerSezai @faiiilimeechul @SBmyfc @barismrtyagci Jaajjsjjs kudurttuuu, jaajjsjjs kudurttuuu
2020-06-21 19:37:29,YA ALLAH TERNYATA BENERAN GEMPA😭,ya allah ternyata beneran gempa 
2020-06-21 19:37:28,RT @uhkooo: yoongi eyebrow slit? https://t.co/aJvfEikSoQ, yoongi eyebrow slit 
2020-06-21 19:37:28,"@dovakurniawan Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/9guBuEAkVB", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:28,"@ariyanidw Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/vPdL0ljtxP", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:28,@afriantaaa Pulsa masih kan ?, pulsa masih kan 
2020-06-21 19:37:28,@CHRRY007 Pulau jawa lebih tepatnya,007 pulau jawa lebih tepatnya
2020-06-21 19:37:28,RT @OMO_V1: Buumiza 3mro dar bhal had l9ta dyal nmra, v1 buumiza 3mro dar bhal had l9ta dyal nmra
2020-06-21 19:37:28,GEMPA,gempa
2020-06-21 19:37:28,@moonjielly Mantep kan makanya gue dulu gemuk bgt gila., mantep kan makanya gue dulu gemuk bgt gila 
2020-06-21 19:37:28,Barusan gempa 😭,barusan gempa 
2020-06-21 19:37:28,Mandali~,mandali 
2020-06-21 19:37:28,"@aarthi_KnL Yenga aala kanum ivlo neran😌
#HBDkavin", knl yenga aala kanum ivlo neran hbdkavin
2020-06-21 19:37:28,@clingy_gurl Merem jangan main hp, gurl merem jangan main hp
2020-06-21 19:37:28,@Youngonee1912_ kok aku ngga berasa sih...,1912 kok aku ngga berasa sih 
2020-06-21 19:37:28,@melatiiiiyyyy dimanaa, dimanaa
2020-06-21 19:37:28,"Akhir-akhir ini lagi suka sok asik di Twitter, gpp kali ya?",akhir akhir ini lagi suka sok asik di twitter gpp kali ya 
2020-06-21 19:37:28,"@alestierre ehh iyaa kak, aku juga kerasa", ehh iyaa kak aku juga kerasa
2020-06-21 19:37:28,@haechalk Gempa dimana, gempa dimana
2020-06-21 19:37:28,@Jogja_Uncover Goyang!!!, uncover goyang 
2020-06-21 19:37:28,"@muktiset gunungkidul boy,", gunungkidul boy 
2020-06-21 19:37:28,Gilasih mana belom tidorrrr,gilasih mana belom tidorrrr
2020-06-21 19:37:28,"Rindu, mas",rindu mas
2020-06-21 19:37:28,"@itsmeugonggg ""telat, aku udah gapeduli"" hahahay", telat aku udah gapeduli hahahay
2020-06-21 19:37:28,@minjoonj seokjin or jungkook, seokjin or jungkook
2020-06-21 19:37:28,Buset dah kenceng amatt,buset dah kenceng amatt
2020-06-21 19:37:28,Wooy takut mau tidur,wooy takut mau tidur
2020-06-21 19:37:28,@haikaiya NOOOO O&lt;MGMGJG, noooo o lt mgmgjg
2020-06-21 19:37:28,"Tak harus melupakan, karena sesuatu yang hadir dalam hidupmu adalah bagian yang memang harus kau lalui dan dikenang, untuk menjadi cerita dimasa mendatang.",tak harus melupakan karena sesuatu yang hadir dalam hidupmu adalah bagian yang memang harus kau lalui dan dikenang untuk menjadi cerita dimasa mendatang 
2020-06-21 19:37:28,"-idm indomy berkreasi🤓 kalo mnurutku ini bagus ami.. (memuji diri sendiri). Bagaimana dgn anda ami?? 😆  (yg tadi ga muncul potonya, jd malu 😭) https://t.co/x616Hn5dIS", idm indomy berkreasi kalo mnurutku ini bagus ami memuji diri sendiri bagaimana dgn anda ami yg tadi ga muncul potonya jd malu 
2020-06-21 19:37:28,sekarang kamu udah milik orang lain dan aku harus sadar bahwa kamu memenga bukan milikku,sekarang kamu udah milik orang lain dan aku harus sadar bahwa kamu memenga bukan milikku
2020-06-21 19:37:28,Gempa ih,gempa ih
2020-06-21 19:37:28,Heii jan pada galau galau,heii jan pada galau galau
2020-06-21 19:37:28,RT @Afirhuls: WEYY TENGOK ABANG NI MARAH WEY HSHDHAHDHAHDHAJJSKALCKAKDKAKDKAJDKAJDJAJDKA AKU DEKAH TERUK BODO HAHDHAJDJAKDHAHSGHASHHAHDJAJS…, weyy tengok abang ni marah wey hshdhahdhahdhajjskalckakdkakdkajdkajdjajdka aku dekah teruk bodo hahdhajdjakdhahsghashhahdjajs 
2020-06-21 19:37:28,@infoBMKG Gempita jogja, gempita jogja
2020-06-21 19:37:28,@minieluffy Dom mana? Ditempati juga gempa, dom mana ditempati juga gempa
2020-06-21 19:37:28,@BalMhndra kapan mas??, kapan mas 
2020-06-21 19:37:28,"RT @sesamesugar: a brightwin short au🔞
        — Bidikan

alternate universe; berkisah tentang seorang freelance model yang memiliki kekasi…", a brightwin shoau bidikan alternate universe berkisah tentang seorang freelance model yang memiliki kekasi 
2020-06-21 19:37:28,@princessdaddyve SHAJSKAKWKKW, shajskakwkkw
2020-06-21 19:37:28,ADA GEMPAAA😭,ada gempaaa 
2020-06-21 19:37:28,@yekpeyek pol mas. awale pelan trus kenceng., pol mas awale pelan trus kenceng 
2020-06-21 19:37:28,"@givndutra szns

Dinah Jane", szns dinah jane
2020-06-21 19:37:28,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:28,@h00mannn__ gatauu a,00mannn gatauu a
2020-06-21 19:37:28,RT @kopiatasmeja: Jom retweet. Nak bagi semua baca sekejap. https://t.co/ORH01igbcX, jom retweet nak bagi semua baca sekejap 
2020-06-21 19:37:28,"RT @miamisuki: *honks* sanlang!!!

#thatskygame #tgcf #hualian https://t.co/NZ52YW2bxq", honks sanlang thatskygame tgcf hualian 
2020-06-21 19:37:28,ada gempa ya? kenceng banget,ada gempa ya kenceng banget
2020-06-21 19:37:28,"Gempa ya allah, mayan kenceng, semoga baik” saja
#merapi",gempa ya allah mayan kenceng semoga baik saja merapi
2020-06-21 19:37:28,"RT @kavin_follower: 1.30 kulla 600k adikalam✌️

RT max 🔥🔥🔥

#HBDKavin", follower 1 30 kulla 600k adikalam max hbdkavin
2020-06-21 19:37:28,@MuhammadCharie1 tangi bro,1 tangi bro
2020-06-21 19:37:28,BONK #MK8D #NintendoSwitch https://t.co/1GgehR29Mo,bonk mk8d nintendoswitch 
2020-06-21 19:37:28,Innalillahi ngasi lemes😭,innalillahi ngasi lemes 
2020-06-21 19:37:28,@PenjahatGunung Heem.. Nunggu info pusat gempa ne njut lanjut bobok, heem nunggu info pusat gempa ne njut lanjut bobok
2020-06-21 19:37:28,Gempa..,gempa 
2020-06-21 19:37:28,Beli tidur dimana ya?,beli tidur dimana ya 
2020-06-21 19:37:28,Tebak main acc https://t.co/GEovb8W3vn,tebak main acc 
2020-06-21 19:37:28,ANJING GEMPA ANJING,anjing gempa anjing
2020-06-21 19:37:28,@maudytirtha @floraunce Mahal dong 🙂, mahal dong 
2020-06-21 19:37:28,"@jcksonLEMS Itu typo anjritt, nngis", itu typo anjritt nngis
2020-06-21 19:37:28,@bmkgjogja Gempa mana ni min, gempa mana ni min
2020-06-21 19:37:28,@hnsrmrrs Di rumah mas 😭😭😭, di rumah mas 
2020-06-21 19:37:28,@emotiPont Iya mbaaaa :(, iya mbaaaa 
2020-06-21 19:37:28,@heroKavinfans @kavinarmy1 @kavinarmy2 @KavinArmy2K @KavinFansUpdate @KavinFans @Thala_KavinFans @KavinfansCbe @kavinFansRage @KavinFansUnity Thala Fans support Ungal ku eppomae irukkum👍, 1 2 2k kavinfans thala fans suppoungal ku eppomae irukkum 
2020-06-21 19:37:28,@infoBMKG gempa solo?, gempa solo 
2020-06-21 19:37:28,"@raynansyah Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/JLqfdBcJD0", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:28,RT @BCSxPSS_1976: Dimohon untuk antri tiket dengan rapih ✊🏻 https://t.co/PlD4hQT1Vd, 1976 dimohon untuk antri tiket dengan rapih 
2020-06-21 19:37:28,alisnya ngikutin nada suaranya wkwk https://t.co/yhREdVc7ge,alisnya ngikutin nada suaranya wkwk 
2020-06-21 19:37:28,@Biruni_Cezeri_ Yok mu daha ?, cezeri yok mu daha 
2020-06-21 19:37:28,"@ChristantiRaga Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/UE6UQAjaWa", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:28,@Antseverafter81 WhatsApp tu kia abi tk twitter pe follow back naai mila 🙄🙄🙄,81 whatsapp tu kia abi tk twitter pe follow back naai mila 
2020-06-21 19:37:28,barusan jogja gempa lumayan juga goyanganya,barusan jogja gempa lumayan juga goyanganya
2020-06-21 19:37:28,@jogmfs kroso bgt, kroso bgt
2020-06-21 19:37:28,Bnrn dong ga sendirian kebangun😔 https://t.co/DAjaLtDvix,bnrn dong ga sendirian kebangun 
2020-06-21 19:37:28,"@Richizsaputra Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/sRlfc9W16d", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:28,"RT @olgikpratama: 100 RT 100 LIKE 
GW PILIH ACAK GW KIRIM KERUMAH KALIAN . https://t.co/J0E915Rt55", 100 100 like gw pilih acak gw kirim kerumah kalian 
2020-06-21 19:37:28,@raplerr iya kenceng bgt, iya kenceng bgt
2020-06-21 19:37:28,@almxr Akhirnya Aku peka terhadap goyangan bumi, akhirnya aku peka terhadap goyangan bumi
2020-06-21 19:37:28,RT @selfolmates: Brou mutualan yuk, brou mutualan yuk
2020-06-21 19:37:28,"@mcarlboro Nggak ada akhlak emang. Udah punya masih aja jelalatan. Yaudah nanti dibeliin, kurang baik apa gue sama lo?", nggak ada akhlak emang udah punya masih aja jelalatan yaudah nanti dibeliin kurang baik apa gue sama lo 
2020-06-21 19:37:28,Gempa 🙈🙈,gempa 
2020-06-21 19:37:28,"RT @indrawhan: jangan boros
kamu nabung aja belum tentu kaya

jangan males malesan
kamu rajin aja belum tentu sukses

jangan jadi orang yan…", jangan boros kamu nabung aja belum tentu kaya jangan males malesan kamu rajin aja belum tentu sukses jangan jadi orang yan 
2020-06-21 19:37:28,Akibat bangunan mepet2 ning ndeso ku gempa ngene raiso ndelok tonggone metu juga atau enggak😒,akibat bangunan mepet2 ning ndeso ku gempa ngene raiso ndelok tonggone metu juga atau enggak 
2020-06-21 19:37:28,"@jaae_llo Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/rBJmvtrcW0", llo halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:28,@gcncx_ Gempaaaaa, gempaaaaa
2020-06-21 19:37:28,"Gempaaaa , kenceng bgt 😭😭😭😭",gempaaaa kenceng bgt 
2020-06-21 19:37:28,"RT @fitriahhajiman: Belajar untuk cakap ""maaf."" Tak kisah lah sengaja ke, tak sengaja ke, terbuat orang sakit hati ke, tertinggi suara ke o…", belajar untuk cakap maaf tak kisah lah sengaja ke tak sengaja ke terbuat orang sakit hati ke tertinggi suara ke o 
2020-06-21 19:37:28,@Rockatanskyyy Iya anjir max, iya anjir max
2020-06-21 19:37:28,Lindu ini,lindu ini
2020-06-21 19:37:28,"Drop gambar/meme ""Open BO"" lagi trending topik twitter !",drop gambar meme open bo lagi trending topik twitter 
2020-06-21 19:37:28,"@aknbdg_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/E0WkjwTYyK", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:28,"Anjay keren banget
#gempa https://t.co/9PGJz8bDEU",anjay keren banget gempa 
2020-06-21 19:37:28,@xxayounn seryus pmain heri poter a, seryus pmain heri poter a
2020-06-21 19:37:28,"RT @CutiepieKavin: Azhagu
#HBDKavin https://t.co/JiC3b5PB8P", azhagu hbdkavin 
2020-06-21 19:37:28,Sun Jun 21 2020 19:37:00 UTC: AAAAAA-C6563N-YAIGBK-RM7SBV-DTTZM7-MIDVNI-WNE6KC-6NN6JY-OAFKGT-6AMFKW-IP7QFX-QYTCEP,sun jun 21 2020 19 37 00 utc aaaaaa c6563n yaigbk rm7sbv dttzm7 midvni wne6kc 6nn6jy oafkgt 6amfkw ip7qfx qytcep
