Date,Tweets,Preprocessing
2020-06-21 19:37:35,Massallah pacitan gempa lurrr,massallah pacitan gempa lurrr
2020-06-21 19:37:35,"RT @mtaalamu01: Kiutani utani unawezakuta kuna #zee halijani follow
@zeelatetesi @mazaba_waryoba @Mwakagosi @HuncholeeC @jaster_tz @laNnyet…",01 kiutani utani unawezakuta kuna zee halijani follow waryoba tz 
2020-06-21 19:37:35,RT @aisyrsln: annoying bdo dengar bibi qairina gelak, annoying bdo dengar bibi qairina gelak
2020-06-21 19:37:35,@xxxelxyz Mayan kenceng tadi, mayan kenceng tadi
2020-06-21 19:37:35,"Serie A 2020
Inter Milan vs Sampdoria Live Stream
Link👉 https://t.co/rwWWGvb63o

Inter Milan vs Sampdoria Serie A 2020 Live Stream

Inter Milan vs Sampdoria Live Stream
Inter vs Sampdoria In Diretta
Inter Milan vs Sampdoria
Inter vs Sampdoria https://t.co/hk0H0E7miy",serie a 2020 inter milan vs sampdoria live stream link inter milan vs sampdoria serie a 2020 live stream inter milan vs sampdoria live stream inter vs sampdoria in diretta inter milan vs sampdoria inter vs sampdoria 
2020-06-21 19:37:35,"@ahreuma15 Ma, jogja kerasa banget gempanya",15 ma jogja kerasa banget gempanya
2020-06-21 19:37:35,@NikSamotracia Biutiful!, biutiful 
2020-06-21 19:37:35,"Astaga, ada #Gempa ya?",astaga ada gempa ya 
2020-06-21 19:37:35,Barusan gempa atau apaan sih? YaAllah. Ga pernah2nya dari nyenyak sampe kebangun lari 😭,barusan gempa atau apaan sih yaallah ga pernah2nya dari nyenyak sampe kebangun lari 
2020-06-21 19:37:35,@Naskanani Bangu rahlupha hey🤣😂, bangu rahlupha hey 
2020-06-21 19:37:35,@iam_pohan yuk lanjut case, pohan yuk lanjut case
2020-06-21 19:37:35,@rradianti Dijogja, dijogja
2020-06-21 19:37:35,"@karlaesstrabao @SaturnMoonBi 

Dinah Jane", dinah jane
2020-06-21 19:37:35,Gempa dimana? gua ga ngerasa di Tangerang,gempa dimana gua ga ngerasa di tangerang
2020-06-21 19:37:35,@Chrissantos1986 kkkkkkkkjjjjkjkkkkkkk,1986 kkkkkkkkjjjjkjkkkkkkk
2020-06-21 19:37:35,"@baddeviIs Belum pernah pakai itu, aku akan beli lain kali. Soal di pikiranku... Aku berusaha tidak memikirkan masalah atau beban apapun, tapi kekhawatiran kecil itu berubah menjadi mimpi buruk setiap malam", belum pernah pakai itu aku akan beli lain kali soal di pikiranku aku berusaha tidak memikirkan masalah atau beban apapun tapi kekhawatiran kecil itu berubah menjadi mimpi buruk setiap malam
2020-06-21 19:37:35,"@Wibiyanaoktavia Iya ni, sampe pd buyar keluar", iya ni sampe pd buyar keluar
2020-06-21 19:37:35,RT @carlasthtc: dora zaman upsr                 dora zaman spm https://t.co/4LUHz0gTkc, dora zaman upsr dora zaman spm 
2020-06-21 19:37:35,mana lama bgt suer,mana lama bgt suer
2020-06-21 19:37:35,"@_iamthelegend Kh dyain ,,,xiada sy xiada dant pr jani 🤷‍♀️", iamthelegend kh dyain xiada sy xiada dant pr jani 
2020-06-21 19:37:35,"@roziantya Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/1yVYW1KczD", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,@ningtyastia Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/qxtzZGiUjb, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:35,@michiciklit Ngapa, ngapa
2020-06-21 19:37:35,gempanya brp sr ya?,gempanya brp sr ya 
2020-06-21 19:37:35,"RT @Yassmen30785959: Follow L 2lpy😚♥️♥️♥️♥️
@AmiraElgohary56",30785959 follow l 2lpy 56
2020-06-21 19:37:35,Mutualku yang anak jogja nongol di TL pas gempa doank 🤣🤣🤣.,mutualku yang anak jogja nongol di tl pas gempa doank 
2020-06-21 19:37:35,@Pradnand Lgsg mak jenggirat, lgsg mak jenggirat
2020-06-21 19:37:35,"@ulfanoorlaili Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/J3BKZWMUXp", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,"RT @bleupotat03: Bismillah....

Hai, aku pertama kalinya open commission *gugup*, jadi maaf jika masih ada beberapa kekurangan :""))

RT are…",03 bismillah hai aku pertama kalinya open commission gugup jadi maaf jika masih ada beberapa kekurangan are 
2020-06-21 19:37:35,@chuwwinggam Jogjaa hyung, jogjaa hyung
2020-06-21 19:37:35,@risang_narindra lindu apaan a, narindra lindu apaan a
2020-06-21 19:37:35,RT @NjwaLatif: Marah betul abang ni. Dengan kita kita yang scan ni pun takut. 🥺, marah betul abang ni dengan kita kita yang scan ni pun takut 
2020-06-21 19:37:35,"Untuk setiap manusia di dunia ini, Tuhan telah memberikan sesuatu yang mulia dan baik ke dalam hatinya. Selalu jaga hatimu.",untuk setiap manusia di dunia ini tuhan telah memberikan sesuatu yang mulia dan baik ke dalam hatinya selalu jaga hatimu 
2020-06-21 19:37:35,@OmerSB24 Lan s.g bebe,24 lan s g bebe
2020-06-21 19:37:35,gede banget jir gempanya,gede banget jir gempanya
2020-06-21 19:37:35,Linduu,linduu
2020-06-21 19:37:35,@awif_ozi Aku ning banjar tp kecil bgt wiff tp kerasa gelombang love sama rayleighnya, ozi aku ning banjar tp kecil bgt wiff tp kerasa gelombang love sama rayleighnya
2020-06-21 19:37:35,"@_Husseyy thike, ab mai kia kr skti 🤭", husseyy thike ab mai kia kr skti 
2020-06-21 19:37:35,@banhanallergy aku juga pake, aku juga pake
2020-06-21 19:37:35,gempaaaaa,gempaaaaa
2020-06-21 19:37:35,@m00njosuh nie lg cas,00njosuh nie lg cas
2020-06-21 19:37:35,"@mariaeka_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/XCzJhnBnoX", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,RT @MAULANA62884772: @GYatmoko @muispebrianto @URaffa05 @AgoesAguss @veraagustian_ @pakdhe_mu @n4talie__cr1sti @APLpangeran1 @LuwitaEmilly8…,62884772 05 mu 4talie cr1sti 1 8 
2020-06-21 19:37:35,"RT @ThalapathiThan8: HBD THALAPATHI @actorvijay ANNA
 #HBDTHALAPATHYVijay
 #HBDTHALPATHYVijay
 #HBDTHALPATHYVijay
 #HBDVIJAYANNA https://t.…",8 hbd thalapathi anna hbdthalapathyvijay hbdthalpathyvijay hbdthalpathyvijay hbdvijayanna 
2020-06-21 19:37:35,barusan ini aku kebangun halu apa emang.....?,barusan ini aku kebangun halu apa emang 
2020-06-21 19:37:35,"Gempa gaess, jogja area",gempa gaess jogja area
2020-06-21 19:37:35,"@sartikaanaka_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/21uCN49Uyl", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,@babytalitha12 Dm nomer wa nya donggg,12 dm nomer wa nya donggg
2020-06-21 19:37:35,@kkleoooo siiiiii SW-6249-3049-9111, siiiiii sw 6249 3049 9111
2020-06-21 19:37:35,"anjir, gempa",anjir gempa
2020-06-21 19:37:35,"@_ershanti Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/oGTrYqruFF", ershanti halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,"RT @TXTImagine: /txi/
ㅤ
Kang Taehyun              Ke “Mbak, mau
dari “Mbak, aku            aku jemput pakai
jemput pakai                mob…", txi kang taehyun ke mbak mau dari mbak aku aku jemput pakai jemput pakai mob 
2020-06-21 19:37:34,@neninateresia kenceng uga hatimu yah :), kenceng uga hatimu yah 
2020-06-21 19:37:34,"Berasa goyang,  wes heboh nggugahi uwong tapi lampu gantung karo kolam iwak e anteng",berasa goyang wes heboh nggugahi uwong tapi lampu gantung karo kolam iwak e anteng
2020-06-21 19:37:34,"RT @andihiyat: Kadang suka ngomong ke diri sendiri ""Mau lu apa sih sebenernya""", kadang suka ngomong ke diri sendiri mau lu apa sih sebenernya 
2020-06-21 19:37:34,"@yoshanokefin Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/9laEm5ewHe", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:34,uJub Jub unjani kanti? 🤣🤣🤣 #Uyajola99,ujub jub unjani kanti uyajola99
2020-06-21 19:37:34,@adhika_tgalek @infoBMKG Berasa sampe ngawi nii, tgalek berasa sampe ngawi nii
2020-06-21 19:37:34,@nksthi Langsung mak tratap nek aku, langsung mak tratap nek aku
2020-06-21 19:37:34,BEBITA 🥺💜 https://t.co/JL17j79Uao,bebita 
2020-06-21 19:37:34,@NiaPutriAndari3 Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/gkrugVMKzj,3 hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:34,@alodieja - barusan bangett jogja dan sekitarnya, barusan bangett jogja dan sekitarnya
2020-06-21 19:37:34,@daunbwangsledri jogjaaa gede bgtt takutt sampe kaget padahal lagi tidur nyenyak bgt, jogjaaa gede bgtt takutt sampe kaget padahal lagi tidur nyenyak bgt
2020-06-21 19:37:34,@bbyxxii Maaf aku salah ya😢, maaf aku salah ya 
2020-06-21 19:37:34,"RT @JeromePolin: untuk nemu yang cocok butuh waktu yang lama,
sekalinya nemu yang cocok gak bisa bersama", untuk nemu yang cocok butuh waktu yang lama sekalinya nemu yang cocok gak bisa bersama
2020-06-21 19:37:34,Apakah ini gegara merapi lagi??,apakah ini gegara merapi lagi 
2020-06-21 19:37:34,@91sdonnylwt The TPWK pin &lt;3,91sdonnylwt the tpwk pin lt 3
2020-06-21 19:37:34,@india58985328 Tika biso to pema ndeko.,58985328 tika biso to pema ndeko 
2020-06-21 19:37:34,@axelllxander Iya kamu dom mana, iya kamu dom mana
2020-06-21 19:37:34,Dibangunin gempa Jogja...,dibangunin gempa jogja 
2020-06-21 19:37:34,@meleimoos Ndredek dit aku yaAllah, ndredek dit aku yaallah
2020-06-21 19:37:34,@wnsitiii Tengoklah ct ..best hahaha, tengoklah ct best hahaha
2020-06-21 19:37:34,RT @Anyaselalubenar: pernah gak sih saking senengnya sampe gak bisa tidur?, pernah gak sih saking senengnya sampe gak bisa tidur 
2020-06-21 19:37:34,"RT @DoaIndah: Bila Allah mencintai seorang hamba, maka Allah memberinya cobaan supaya Allah mendengar tadharru (rintihan do'a) nya. (HR. Ba…", bila allah mencintai seorang hamba maka allah memberinya cobaan supaya allah mendengar tadharru rintihan do a nya hr ba 
2020-06-21 19:37:34,"Gimana pun kamu , keadaan mu , aku tetap sayang kamu :*",gimana pun kamu keadaan mu aku tetap sayang kamu 
2020-06-21 19:37:34,"Yogya Gempa, lumayan kerasa getarannya
#Yogyagempa",yogya gempa lumayan kerasa getarannya yogyagempa
2020-06-21 19:37:34,RT @joonaive: Seboso https://t.co/K2aFvkPjQm, seboso 
2020-06-21 19:37:34,"@lmjftpetsch um
Dinah Jane", um dinah jane
2020-06-21 19:37:34,Gempa = Run,gempa run
2020-06-21 19:37:34,@Kulinobareng_ Pusat e ngendi iki ?merapi po udu?, pusat e ngendi iki merapi po udu 
2020-06-21 19:37:34,RT @GrillBox_: Bismillah!!! https://t.co/5YrJHzXxwl, bismillah 
2020-06-21 19:37:34,RT @villanellesscar: https://t.co/66NvuCHEip stan sandra oh😌, 
2020-06-21 19:37:34,@shinsolito Sipi uwu https://t.co/fOtmdTvN7T, sipi uwu 
2020-06-21 19:37:34,"@riapurnamasari_ Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/GfzHwJ3Tyt", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:34,RT @danidrm1_: Klo punya banyak uang mau ngapain? https://t.co/P5maX7yBNh,1 klo punya banyak uang mau ngapain 
2020-06-21 19:37:34,@senooprasetyo Loh km di malang kan sen?? Jauh juga ya, loh km di malang kan sen jauh juga ya
2020-06-21 19:37:34,@jaurbizzle Dinah Jane, dinah jane
2020-06-21 19:37:34,Jaga malamku makliyut.,jaga malamku makliyut 
2020-06-21 19:37:34,"RT @NRahadianti_: Dear Kim Jongdae 
kamu tau gak exol hari ini bahagia bgt denger suara ketawa kamu yg cuma 3 detik  termasuk aku hehe aku…", dear kim jongdae kamu tau gak exol hari ini bahagia bgt denger suara ketawa kamu yg cuma 3 detik termasuk aku hehe aku 
2020-06-21 19:37:34,udh jenuh bgt sama hp hhhh,udh jenuh bgt sama hp hhhh
2020-06-21 19:37:34,Masih gemeter,masih gemeter
2020-06-21 19:37:34,Yaallah kuat banget gempanya🥺,yaallah kuat banget gempanya 
2020-06-21 19:37:34,@LenDraBlackID Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/Pqj6boFKXF, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:34,@uyajola99 Mara #JubJub athi Lento yokuthi umuntu womuntu umnandi...,99 mara jubjub athi lento yokuthi umuntu womuntu umnandi 
2020-06-21 19:37:34,"RT @SawadikapPAP: Giliran gua jomblo gada yang ngedeketin. Giliran gua pacaran banyak yang ngedeketin. 
  
Maunya kalian apaan sih?", giliran gua jomblo gada yang ngedeketin giliran gua pacaran banyak yang ngedeketin maunya kalian apaan sih 
2020-06-21 19:37:34,"2:34 gempa! huhu
tidur ampe kebangun, gede dan lama getarannya 😭",2 34 gempa huhu tidur ampe kebangun gede dan lama getarannya 
2020-06-21 19:37:34,@yunohvalentine wkwk plis kak knp sempet2nya ngomentarin temennya😭, wkwk plis kak knp sempet2nya ngomentarin temennya 
2020-06-21 19:37:34,"Ya allah abis gempa😭
Mana di lantai 5 kerasa banget :""""",ya allah abis gempa mana di lantai 5 kerasa banget 
2020-06-21 19:37:34,"RT @AstNovicha: ㅤ

Kenapa ya, nahan diri untuk ga mainin HP pas di charger itu susah banget???

                     ㅤㅤ", kenapa ya nahan diri untuk ga mainin hp pas di charger itu susah banget 
2020-06-21 19:37:34,RT @area_jogja: Gempa Lur, jogja gempa lur
2020-06-21 19:37:34,Gempa cuy...,gempa cuy 
2020-06-21 19:37:34,@ALN_Fandomless WKWKWKWKWK, fandomless wkwkwkwkwk
2020-06-21 19:37:34,@AlbertusY @ardcaco Kasar e albert saiki, kasar e albesaiki
2020-06-21 19:37:34,Astofirullah opo iki mau 😭,astofirullah opo iki mau 
2020-06-21 19:37:34,@shaffihdauda1 Yule angefutwa uamzi iwe fundisho goli zote mbili zilikua halari,1 yule angefutwa uamzi iwe fundisho goli zote mbili zilikua halari
2020-06-21 19:37:34,GEMPANA KENCENG LA WOI ILAHHH,gempana kenceng la woi ilahhh
2020-06-21 19:37:34,bolelo https://t.co/VqRY23apdH,bolelo 
2020-06-21 19:37:34,gempaa 🥺,gempaa 
2020-06-21 19:37:34,"ketoke ra ngombe amer, kok nggliyeng",ketoke ra ngombe amer kok nggliyeng
2020-06-21 19:37:34,@salaszamorano Auto mlayu metu tapi aku tok sek metu, auto mlayu metu tapi aku tok sek metu
2020-06-21 19:37:34,@tesalonicagc ampe ngefrezze, ampe ngefrezze
2020-06-21 19:37:34,@mmalakksheriff el ra2sa di bete2refnj mesh arfa leh, el ra2sa di bete2refnj mesh arfa leh
2020-06-21 19:37:34,RT @rafhanahridzz: Dah lama guna ig ads sebab memang berbaloi. Satu kali ads mesti akan ada sale berganda ganda dari modal bayar ads. Tak s…, dah lama guna ig ads sebab memang berbaloi satu kali ads mesti akan ada sale berganda ganda dari modal bayar ads tak s 
2020-06-21 19:37:34,Gempa 😭😭😭😭,gempa 
2020-06-21 19:37:34,@jogmfs Bangettt, bangettt
2020-06-21 19:37:34,@airputihtanpaes Dimana bang?, dimana bang 
2020-06-21 19:37:34,@LuckyShotsMIX @ASUS_ROGNA Kemove Gk61 60% full mechanical keyboard, rogna kemove gk61 60 full mechanical keyboard
2020-06-21 19:37:34,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:34,@ndzmth baguslah aku nk cerita something ni, baguslah aku nk cerita something ni
2020-06-21 19:37:34,RT @asyerafeuuu: tolong ajar aku ootd please., tolong ajar aku ootd please 
2020-06-21 19:37:34,@chendrasutrisna Buanter polll, buanter polll
2020-06-21 19:37:34,"RT @TheCakeChancery: 🥰🥰🥰🥰🥰🥰...
Delivered to Apata , Ibadan.. https://t.co/T28Bv0Kc6J", delivered to apata ibadan 
2020-06-21 19:37:34,@callmefaraa semangat syg, semangat syg
2020-06-21 19:37:34,@_special1004 daerah timur sana ya? tadi ada yg blg jogja, special1004 daerah timur sana ya tadi ada yg blg jogja
2020-06-21 19:37:34,RT @arianna__may: KAK boring, may kak boring
2020-06-21 19:37:34,Jadi ini alasan aku bangun jam set. 2. Biar ngerasain geternya gempa jam set. 3 😭😭😭,jadi ini alasan aku bangun jam set 2 biar ngerasain geternya gempa jam set 3 
2020-06-21 19:37:34,"Di oyak2 rinduu🥺,ehh Lindu😒",di oyak2 rinduu ehh lindu 
2020-06-21 19:37:34,Seodam kapal angst. No debat. https://t.co/gETLs2JhR9,seodam kapal angst no debat 
2020-06-21 19:37:34,@ed3mnyyyy Allah allah😂😂😂😂😂😂😂,3mnyyyy allah allah 
2020-06-21 19:37:34,"udah pengen tidur eh tb"" kasurnya dugem :)",udah pengen tidur eh tb kasurnya dugem 
2020-06-21 19:37:34,@YAOIBASERP Karna sub sperti km tak suka dom sperti sy, karna sub sperti km tak suka dom sperti sy
2020-06-21 19:37:34,"Narkoba merusak akal sehat
#EkstasiHarusDihindari https://t.co/YmFK6Qz4sY",narkoba merusak akal sehat ekstasiharusdihindari 
2020-06-21 19:37:34,@kucinkgawl lo dimana emang?, lo dimana emang 
2020-06-21 19:37:34,@jogmfs Tak kiro aku vertigo, tak kiro aku vertigo
2020-06-21 19:37:34,@sukasukananaa Iya beb, iya beb
2020-06-21 19:37:34,@hrrrssaa ak ga ngerasa, ak ga ngerasa
2020-06-21 19:37:34,Gempa,gempa
2020-06-21 19:37:34,kebangun grgr gempa😟😥😰,kebangun grgr gempa 
2020-06-21 19:37:34,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:34,@falIingreys sisi, sisi
2020-06-21 19:37:34,"@ilsurrr Mak gregah kene lur, wedine nek ko gunung wkwk", mak gregah kene lur wedine nek ko gunung wkwk
2020-06-21 19:37:34,takut tp ngakakkkkk 🤣🤣😭😭😭 https://t.co/zNLxgSUVCt,takut tp ngakakkkkk 
2020-06-21 19:37:34,"@Nadiya_Sil Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/PDYao7yOGe", sil halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:34,@nepanepoo @gerryodonn Asyu aku lg nguyuh..suarane medheni, asyu aku lg nguyuh suarane medheni
2020-06-21 19:37:34,"@andihiyat Tidur, kesehatanmu loh", tidur kesehatanmu loh
2020-06-21 19:37:34,Kebangun badan goyang-goyang ku kira kenapa ternyata gempa -_-,kebangun badan goyang goyang ku kira kenapa ternyata gempa 
2020-06-21 19:37:34,Konco-konco di jogja update status gempa berbarengan 😵,konco konco di jogja update status gempa berbarengan 
2020-06-21 19:37:34,@BamBam1A Berlin  2019🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪❤❤❤❤❤ https://t.co/KoNFHfwZXj,1a berlin 2019 
2020-06-21 19:37:34,RT @girlgroupspics: apink ; naeun https://t.co/Xj0ZSM2Xw6, apink naeun 
2020-06-21 19:37:34,@Luhvmystic1 iya kaan baruu aja,1 iya kaan baruu aja
2020-06-21 19:37:34,"Pintu bapak kontrakan ampe bunyi, rumah berasa goyang njir",pintu bapak kontrakan ampe bunyi rumah berasa goyang njir
2020-06-21 19:37:34,gempa barusan,gempa barusan
2020-06-21 19:37:34,@taylorswiftbr Opan 👀, opan 
2020-06-21 19:37:34,Sp di jogja? Gempa kan? Aku kerasa bgt,sp di jogja gempa kan aku kerasa bgt
2020-06-21 19:37:34,"@tae12k @noothooman Kabupaten bogor ka, selamat sidangnya kaa",12k kabupaten bogor ka selamat sidangnya kaa
2020-06-21 19:37:34,@staydevi aku kira kasurku digoyang setan gataunya gempa 😭, aku kira kasurku digoyang setan gataunya gempa 
2020-06-21 19:37:34,Gempa yampun,gempa yampun
2020-06-21 19:37:34,"Woy gemeteran anjerr, gempanya kerasa bangett:""",woy gemeteran anjerr gempanya kerasa bangett 
2020-06-21 19:37:34,@artjauregxs Dinah Jane, dinah jane
2020-06-21 19:37:34,@Megachix Salamandra? 🤔😅, salamandra 
2020-06-21 19:37:34,"@Siphumeleli @SizweLo Last year, I saw a group yamabhunu kwelinye lamathuna amadala ngabuza ekhehleni lathi beza njalo ngonyaka", last year i saw a group yamabhunu kwelinye lamathuna amadala ngabuza ekhehleni lathi beza njalo ngonyaka
2020-06-21 19:37:34,"Dengan patuh, Sirius berlutut di hadapan sang iblis. Kedua tangannya mengepal di atas paha, tetapi ia tidak melakukan apapun. Ia sudah siap dengan segala konsekuensi yang akan didapatkannya. 

“This filthy soul of yours … I'm not interested.” Sang iblis berkata sambil ...",dengan patuh sirius berlutut di hadapan sang iblis kedua tangannya mengepal di atas paha tetapi ia tidak melakukan apapun ia sudah siap dengan segala konsekuensi yang akan didapatkannya this filthy soul of yours i m not interested sang iblis berkata sambil 
2020-06-21 19:37:34,@Jogja_Uncover Kenceng banget, uncover kenceng banget
2020-06-21 19:37:34,@mitoj__ Semangat utbk nya👍🙏, semangat utbk nya 
2020-06-21 19:37:34,@pdspdspdss Gempa mbak kenceng bgt sampe kebangun huhu, gempa mbak kenceng bgt sampe kebangun huhu
2020-06-21 19:37:34,Semoga selalu dalam lindungan-Nya 🙏😇,semoga selalu dalam lindungan nya 
2020-06-21 19:37:34,@kabarsleman Seyegan banterr, seyegan banterr
2020-06-21 19:37:34,ya Allah pagi2 dibangunin sama gempa kenceng bgtttt😭,ya allah pagi2 dibangunin sama gempa kenceng bgtttt 
2020-06-21 19:37:34,Gempa😭,gempa 
2020-06-21 19:37:34,@SweetPs_ aku blm tidor 😭😭, aku blm tidor 
2020-06-21 19:37:34,@radevpapoy BANGET LEBIH GEDE DARI TAHUN KEMAREN, banget lebih gede dari tahun kemaren
2020-06-21 19:37:34,"💐Real100%
Ready beb yg mau isi slot cus dm 🥰 php minggir dulu
Harga cek DM💐
#availmalang #wpmalang #expomalang #RealAngel #RECOMMENDED4BO #Bokinganmalang #malangbirahi #malangopenBO #MalangBasah #malanglendir #malangbo #malangnakal #includeroom #vcscolmek #RealAccount https://t.co/m0pCksou2d", real100 ready beb yg mau isi slot cus dm php minggir dulu harga cek dm availmalang wpmalang expomalang realangel recommended4bo bokinganmalang malangbirahi malangopenbo malangbasah malanglendir malangbo malangnakal includeroom vcscolmek realaccount 
2020-06-21 19:37:34,Lindu,lindu
2020-06-21 19:37:34,gempa dmn?,gempa dmn 
2020-06-21 19:37:34,RT @txtdarionlshop: gelut gelut gelut https://t.co/udevOJUiz2, gelut gelut gelut 
2020-06-21 19:37:34,Gempa😭,gempa 
2020-06-21 19:37:34,@Shelovesallyb Dianh Jane, dianh jane
2020-06-21 19:37:34,@Valenc_Petr Bora Kimbunga Mchawi... Free mindset 😂😂, petr bora kimbunga mchawi free mindset 
2020-06-21 19:37:34,Gempaaa cuyy,gempaaa cuyy
2020-06-21 19:37:34,@MalikIm42918604 Rimsha,42918604 rimsha
2020-06-21 19:37:34,@XEENNURAIN Gaskiya dai Akwai hakan, gaskiya dai akwai hakan
2020-06-21 19:37:34,"@suhudnurhudha Hai! Gunakan link ini untuk menginput lokasi banjir, keterangan, &amp; foto. https://t.co/KdBnxzwEIA", hai gunakan link ini untuk menginput lokasi banjir keterangan amp foto 
2020-06-21 19:37:34,Basha andazyar bet ch pewest aka har qat labar bkay🧐🤣,basha andazyar bet ch pewest aka har qat labar bkay 
2020-06-21 19:37:34,"KAGET BANGET KASUR ADA YNG GOYANGIN

ternyata gempa",kaget banget kasur ada yng goyangin ternyata gempa
2020-06-21 19:37:34,"RT @deirikaa: Diinggg 🎵

#jungkook #fanart https://t.co/vCohIcIiqn", diinggg jungkook fana
2020-06-21 19:37:34,@Algup_ ih dimana ya asli lgsg cr info di twitter wkwk, ih dimana ya asli lgsg cr info di twitter wkwk
2020-06-21 19:37:34,"Chalo mrha soty hain.

😏🤤",chalo mrha soty hain 
2020-06-21 19:37:34,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:34,"@anggrellaaa Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/Dy04rVqKFe", halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:34,Gempa ngga sii :((,gempa ngga sii 
2020-06-21 19:37:34,"@wufslece Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/bbQSFM24KB", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:34,@Nellyilove_u Toyota Tazz!, u toyota tazz 
2020-06-21 19:37:34,"@agrittirga Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/OGdpB3fXbY", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:34,preparadah https://t.co/EY5XrgnJh3,preparadah 
2020-06-21 19:37:34,@hanvvns tqmmm tocaya d cumple😘😘, tqmmm tocaya d cumple 
2020-06-21 19:37:34,@jametgemooy DMNAAA, dmnaaa
2020-06-21 19:37:34,@SastraDimeja yogya mbah 🙏, yogya mbah 
2020-06-21 19:37:34,"Gempa dong, langsung gemeter nih badan :(",gempa dong langsung gemeter nih badan 
2020-06-21 19:37:34,@ncitybase_ Ak mauu, ak mauu
2020-06-21 19:37:34,@qsyqvk ak daerah solo euy, ak daerah solo euy
2020-06-21 19:37:34,@MhmdQois Bayangan, bayangan
2020-06-21 19:37:34,@nksthi Lah mosok aku ra keroso i, lah mosok aku ra keroso i
2020-06-21 19:37:34,@area_jogja Kenceng lur😂😂, jogja kenceng lur 
2020-06-21 19:37:34,@panjidorky13 Samaaa 😭,13 samaaa 
2020-06-21 19:37:34,"Kaget banget gempa, baru goleran dilantai padahal😭",kaget banget gempa baru goleran dilantai padahal 
2020-06-21 19:37:34,@vipsince08 hi Tammy! ❤️,08 hi tammy 
2020-06-21 19:37:34,RT @txtdarionlshop: beli celana yg direview bubble wrap https://t.co/LNK4MMTMgN, beli celana yg direview bubble wrap 
2020-06-21 19:37:34,@luvaciii Jogja yess, jogja yess
2020-06-21 19:37:34,@La_Dramas Amenazalo. https://t.co/w4zLOgjcxY, dramas amenazalo 
2020-06-21 19:37:34,@itshibzman TWAL LSSANEK ♥️, twal lssanek 
2020-06-21 19:37:33,RT @ImanAbdulRahim: Boleh ke guna aloe vera as moisturizer? 👇🏼 https://t.co/VJj2N1NPCw, boleh ke guna aloe vera as moisturizer 
2020-06-21 19:37:33,RT @srivatsayb: Tea has its origins in China. Modiji claims to be a Chaiwala. China ke saath Modiji ka Purana rishta hai?, tea has its origins in china modiji claims to be a chaiwala china ke saath modiji ka purana rishta hai 
