Date,Tweets
2020-06-21 19:37:36,@tellourss iya mba kerasa di bantul
2020-06-21 19:37:36,DUET PELANGSING PALING FENOMENAL itu WMP &amp; DTOZYM BAKAR DAN RONTOKIN LEMAK ORDER BBM D2E8573D WA 085797970779 https://t.co/c23oUBlrOG
2020-06-21 19:37:36,HAH GEMPA DMN
2020-06-21 19:37:36,@kopiflipburger w kira ikan sumph
2020-06-21 19:37:36,guakan lagi nikmat tidur
2020-06-21 19:37:36,PARAH MEN JOGJA GEMPA WOE
2020-06-21 19:37:36,"Ribet bgt si mau daftar sekolah.suwe"" tak tukulo sekolah e.."
2020-06-21 19:37:36,@isnein_iis Sampe skrg masih gemeter saya bu..huhu
2020-06-21 19:37:36,@jasmineazzuri aku yo kaget bangat
2020-06-21 19:37:36,@KediriFess ga kerosoo:((
2020-06-21 19:37:36,@softlysunwoo anjrot stay safe hyung
2020-06-21 19:37:36,"RT @dwihandaanda: Sudah retweet ini dari bulan april, ternyata ini berguna sekali untuk kalian para calon ibu. Banyak2 baca dan tenang sama…"
2020-06-21 19:37:36,@aqlnhw ga kerasa demi apa
2020-06-21 19:37:36,Gempa bumi.
2020-06-21 19:37:36,@valerriyoxfzw a rwarawrwarwarar
2020-06-21 19:37:36,@hipalupi Haiyo bokongku egal egol e
2020-06-21 19:37:36,@sansflowerr Iya astaghfirullah mana gede lg
2020-06-21 19:37:36,RT @JogjaUpdate: gempa
2020-06-21 19:37:36,Kntl kaget gempa👀
2020-06-21 19:37:36,Di jogja gempa nya berasa banget
2020-06-21 19:37:36,@_SiyaMbele Hai ngyabona Kabza 🤣
2020-06-21 19:37:36,RT @PankajK92877249: @pinkichaubey Election aate hi khel chalu ho jata bjp ka purana agenda hai
2020-06-21 19:37:36,gempa gempa
2020-06-21 19:37:36,"RT @duyulopmii: Problematika anak twitter:

███████
███████
███████
███████
███████
███████
███████
███████
███████
███████
███████…"
2020-06-21 19:37:36,@anakpaud___ jateng kayaknya sekitaran jogja
2020-06-21 19:37:36,@satpamkncl Kenceng banget 😭
2020-06-21 19:37:36,@rumputhijaaw Iyaaa njirrr ampe sesegukan 😭
2020-06-21 19:37:36,@akunpesimis Iya kirain mabuk ternyata gempa😢
2020-06-21 19:37:36,@mojojojo0o0 jogja nii
2020-06-21 19:37:36,@chickenoishi Kerasa juga?
2020-06-21 19:37:36,@kaemseokjin Itulah tujuan ku
2020-06-21 19:37:36,@sweet7ivy Astaga kmu ga kenapa2 tapi kan?
2020-06-21 19:37:35,GEMPAAAAA
2020-06-21 19:37:35,@puredere @luisjlx so mono lulu :3
2020-06-21 19:37:35,RT @Kulinobareng_: Gempa lur.
2020-06-21 19:37:35,"Ini merapi kah? Ya Allah w mau ambil ijazah oyyy seminggu lagikampus w di pucuk.
Tadi pagi erupsi, skg gempa.
Ada2 aja"
2020-06-21 19:37:35,@jjdilaga kenceng bos
2020-06-21 19:37:35,@jaaa_dee Ouii t’es ma jums blg
2020-06-21 19:37:35,"Bapak kos masih asik tidur aja

Kehed"
2020-06-21 19:37:35,@Jogja_Uncover Huueee kebangun gempa..
2020-06-21 19:37:35,"RT @pergijauh: Umur boleh nambah tua, gaya berpakaian jangan. Amin"
2020-06-21 19:37:35,@ahmdfthin helamak kau ada crush bukan reti roger
2020-06-21 19:37:35,@mecutiepiee posisi dimana?
2020-06-21 19:37:35,"@sssantoryu Tenang saja, dia tak akan tau jawabannya."
2020-06-21 19:37:35,@Alphonsoh99 Nikawauzia maji wakasema nawateka
2020-06-21 19:37:35,@Daffaphlvi jomblo kelewat akut ya gni🤣
2020-06-21 19:37:35,Gempa 🥺
2020-06-21 19:37:35,@Berkcansoyluu1 Bbgg
2020-06-21 19:37:35,"RT @santeira: Kalau Melayu rasis, then Sugu Pavithra wouldn't be a thing. Dorang buat video masakan India dalam bahasa Melayu and orang Mel…"
2020-06-21 19:37:35,@urchocopie_ pantesan ape wak
2020-06-21 19:37:35,@5hfollowtrick Dinah Jane c
2020-06-21 19:37:35,RT @kaxkashi: Akatsuki transformation https://t.co/8FPQgWxAIo
2020-06-21 19:37:35,@hnsngwoors edan aku langsung bangun.
2020-06-21 19:37:35,"@sunnichee Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/2DuGVCocRq"
2020-06-21 19:37:35,@catthusiast @samsungID A71 AJA sdh snapdragon
2020-06-21 19:37:35,"RT @elsyandria: Kadang suka mikir, gue layak dicintai gak si ? :’)"
2020-06-21 19:37:35,RT @distortedvideos: Hi hErbErT https://t.co/DwcmmGxbR0
2020-06-21 19:37:35,"@yyha_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/vaCeccoZLV"
2020-06-21 19:37:35,"RT @hobiplanes: pernalonga: o meu mem- 

jungkook: NOSSO meme https://t.co/UCvDHcRg0o"
2020-06-21 19:37:35,@rlthingy Idieeee masih untung ditlp balik
2020-06-21 19:37:35,Kerasa bgt gempanyaaa :((((😭
2020-06-21 19:37:35,"@nurulandhika_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/EepWud7Vzy"
2020-06-21 19:37:35,"RT @agstt: Aku tidak suka memaksamu, aku lebih suka mendiskusikan bersamamu. Karena cara mencintaiku tidak menganggapmu seperti obyek yang…"
2020-06-21 19:37:35,Bangun gaes... Gempa
2020-06-21 19:37:35,@MamotseM_ @Jafta_ML Ra tseba
2020-06-21 19:37:35,@haechflrt omgthx 🙈🙏
2020-06-21 19:37:35,Tolong laaa aku dh penat beria ni
2020-06-21 19:37:35,"Mayan goyang sih, cuma bentar"
2020-06-21 19:37:35,RT @stanmenfess: /sm sapa yg gini ppi-mk nya? https://t.co/b9qpL3t26Q
2020-06-21 19:37:35,"@itsditoo @ermas__ Kene lumayan banter, jamku jiglok"
2020-06-21 19:37:35,RT @Yyaaaaappp: @haeeeeechan Bisa dong jihyo dahyun
2020-06-21 19:37:35,@adeputra1886 Dimnaa
2020-06-21 19:37:35,"Smpek ke bangun, Mau keluar ga ada yg teriak"
2020-06-21 19:37:35,"@ndlviaa Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/neerZQETJs"
2020-06-21 19:37:35,"kebangun gegara mimpi buruk trus ada gempa, seketika langsung bingung, dikira masih mimpi wkwkwk"
2020-06-21 19:37:35,@gingsuI Ak madiun astaga ini pusatnya mana 😭😭😭😭
2020-06-21 19:37:35,@itsuzet Banyumas timur
2020-06-21 19:37:35,"RT @indrawhan: jangan boros
kamu nabung aja belum tentu kaya

jangan males malesan
kamu rajin aja belum tentu sukses

jangan jadi orang yan…"
2020-06-21 19:37:35,@flaamingo__ Makasi km
2020-06-21 19:37:35,@februaryaa Gempa
2020-06-21 19:37:35,@fwckzodiac notif dari tuhan :(
2020-06-21 19:37:35,apaka aku di ghosting
2020-06-21 19:37:35,@strawberlyp @thestorykids tobat hani
2020-06-21 19:37:35,kaget malah ngetuit. mlayu kek
2020-06-21 19:37:35,"Biasanya kalo gempa mapam tak terbangun, kali ibinterbangun karena suaranya keras"
2020-06-21 19:37:35,Gempa 😭
2020-06-21 19:37:35,MANTAP AKU INGET ID FC 2 TAHUN LALU
2020-06-21 19:37:35,@JILOVEB0T nuh huh!!
2020-06-21 19:37:35,@A_Goyzueta04 ya bb
2020-06-21 19:37:35,"RT @ChunghaBrazil: 🏆 TOP20 COREOGRAFIAS DE CHUNGHA 🏆

#9 - Black (Lee Hyori Cover)

#청하 #CHUNGHA @CHUNGHA_MNHent https://t.co/Durth1vd9Y"
2020-06-21 19:37:35,@HighOnStan Peter P or Q?
2020-06-21 19:37:35,kaget cok asuki
2020-06-21 19:37:35,@cadelinhada5h Dinah Jane
2020-06-21 19:37:35,Ncnc
2020-06-21 19:37:35,goblok tenan wes tangi iso isone bali mapan og iseh kroso 🤣
2020-06-21 19:37:35,RT @horsingjack: Jay jinendra! https://t.co/4jkrxB65aT
2020-06-21 19:37:35,@IsulamaZwide @8ball_rsa Lena ela malini
2020-06-21 19:37:35,@ratupenguasa Sampe kebangun aku
2020-06-21 19:37:35,anjir kaget gempa
2020-06-21 19:37:35,"RT @infoseni_: ada gempa, kerasa endak kalian?"
2020-06-21 19:37:35,@allysweetxs Dinah Jane https://t.co/asw0dwH4nB
2020-06-21 19:37:35,hurung sido turu wes digugah gempa.
2020-06-21 19:37:35,@cacabiila anjr masih gemeteran 😭
2020-06-21 19:37:35,@kripikkentankk kerasa bgt kahh??
2020-06-21 19:37:35,@aIwaysljp asmr ☺️
2020-06-21 19:37:35,Yasinda iLiverpool 😂🙆🏾‍♂️
2020-06-21 19:37:35,"@uyourdream Sudah dirumah 
Ini lagidi teras rumah selesai berdoa yang baik baik"
2020-06-21 19:37:35,@sateweduss Jabigur tak kiro digograki gendruwo kon mulih nongkrong 🤦
2020-06-21 19:37:35,@crushonsunflowr njir do update gempa tapi aku ra kroso
2020-06-21 19:37:35,Gempa gempa terasa di kebumen.. dimana pusat? Suwe update bmkg
2020-06-21 19:37:35,@straybins getiitt
2020-06-21 19:37:35,Besar banget serius deh
2020-06-21 19:37:35,Gempanya jogja lumayan kenceng ya
2020-06-21 19:37:35,Ini kok gempa nya merata gini si:”
2020-06-21 19:37:35,"Ini hari cobaan besar juga buat bapaknya, huhu. Semoga selamat dan cepat pulih pak. https://t.co/5ektkezXzt"
2020-06-21 19:37:35,aku suka bikim poem gitu lebih suka gak pede sama karya sendiri sih jujur
2020-06-21 19:37:35,Kaget jinguk
2020-06-21 19:37:35,"RT @ketengahketepi: Kucing : kau la doa, apahal aku pulak"
2020-06-21 19:37:35,"@aomori9_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Uc0kXGClUJ"
2020-06-21 19:37:35,@terestylinson Kenceng bgt gasih
2020-06-21 19:37:35,astagfirullah gempaa
2020-06-21 19:37:35,"Yaallah jogja gempaaaaa, kaget kan gw"
2020-06-21 19:37:35,"@bingkauang Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/D4HtpGjPFu"
2020-06-21 19:37:35,kucingku juga kebangun gegara gempa :o
2020-06-21 19:37:35,@chocolatyaa Iya emang! Aku diem aja tapi di kasur.
2020-06-21 19:37:35,"RT @HaramainInfo: The Eclipse Prayer in Masjid An Nabawi today
Sheikh Abdullah Bu'ayjaan 

• 21st June 2020 https://t.co/KLRldopqXO"
2020-06-21 19:37:35,@alahsiaboii Bergetar getar
2020-06-21 19:37:35,"RT @MCAOps: MUI akan menunjuk seorang panglima untuk melakukan masirah kubra (aksi besar-besaran),
apabila DPR tetap melanjutkan pembahasan…"
2020-06-21 19:37:35,"RT @Tanya_offl: KOLUTHUNGADA 🤩 @actorvijay
The King of Kollywood 
#HBDTHALAPATHYVijay https://t.co/H30s3HssX4"
2020-06-21 19:37:35,@asrappppp @hrryyzmmizi itu la tu
2020-06-21 19:37:35,@xTomlinsoon JDWHJAJA https://t.co/gcxdt8JPPO
2020-06-21 19:37:35,"RT @nkmthi_: ga sabar ngenteni juara, wkwkwkwkw."
2020-06-21 19:37:35,@hctsytctsy KM DAERAH MANA ?
2020-06-21 19:37:35,"tak kiro kucingku mlayu mlayu ng galvalum ning kok aku rodo goyang ealah jebul e, astagfirulloh"
2020-06-21 19:37:35,Tulung penjelasane @infoBMKG
2020-06-21 19:37:35,@Jogja_Uncover Klaten geter agak keras
2020-06-21 19:37:35,@maspacarmuu Hah iya?
2020-06-21 19:37:35,Semoga semua sehat dan selamat
2020-06-21 19:37:35,@ZEUSK1M @99huangxuxi kok gwe? 😡
2020-06-21 19:37:35,@withmysadnesss eh iya:(
2020-06-21 19:37:35,@anaschefferrpg @bdavixs mimimimimiimimi
2020-06-21 19:37:35,RT @joonaive: Seboso https://t.co/K2aFvkPjQm
2020-06-21 19:37:35,"@nurainafrilia Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/wWgW5TCxIf"
2020-06-21 19:37:35,@gallaxxhar @zhafranrifand @nuicemedia ambil dari sini https://t.co/XMOBMzDrEv
2020-06-21 19:37:35,kerasa banget ya allahh
2020-06-21 19:37:35,@cornettounicorn lindu?
2020-06-21 19:37:35,"@chubie_phieta Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/uZ3P2wRrSE"
2020-06-21 19:37:35,Massallah pacitan gempa lurrr
2020-06-21 19:37:35,"RT @mtaalamu01: Kiutani utani unawezakuta kuna #zee halijani follow
@zeelatetesi @mazaba_waryoba @Mwakagosi @HuncholeeC @jaster_tz @laNnyet…"
2020-06-21 19:37:35,RT @aisyrsln: annoying bdo dengar bibi qairina gelak
2020-06-21 19:37:35,@xxxelxyz Mayan kenceng tadi
2020-06-21 19:37:35,"Serie A 2020
Inter Milan vs Sampdoria Live Stream
Link👉 https://t.co/rwWWGvb63o

Inter Milan vs Sampdoria Serie A 2020 Live Stream

Inter Milan vs Sampdoria Live Stream
Inter vs Sampdoria In Diretta
Inter Milan vs Sampdoria
Inter vs Sampdoria https://t.co/hk0H0E7miy"
2020-06-21 19:37:35,"@ahreuma15 Ma, jogja kerasa banget gempanya"
2020-06-21 19:37:35,@NikSamotracia Biutiful!
2020-06-21 19:37:35,"Astaga, ada #Gempa ya?"
2020-06-21 19:37:35,Barusan gempa atau apaan sih? YaAllah. Ga pernah2nya dari nyenyak sampe kebangun lari 😭
2020-06-21 19:37:35,@Naskanani Bangu rahlupha hey🤣😂
2020-06-21 19:37:35,@iam_pohan yuk lanjut case
2020-06-21 19:37:35,@rradianti Dijogja
2020-06-21 19:37:35,"@karlaesstrabao @SaturnMoonBi 

Dinah Jane"
2020-06-21 19:37:35,Gempa dimana? gua ga ngerasa di Tangerang
2020-06-21 19:37:35,@Chrissantos1986 kkkkkkkkjjjjkjkkkkkkk
2020-06-21 19:37:35,"@baddeviIs Belum pernah pakai itu, aku akan beli lain kali. Soal di pikiranku... Aku berusaha tidak memikirkan masalah atau beban apapun, tapi kekhawatiran kecil itu berubah menjadi mimpi buruk setiap malam"
2020-06-21 19:37:35,"@Wibiyanaoktavia Iya ni, sampe pd buyar keluar"
2020-06-21 19:37:35,RT @carlasthtc: dora zaman upsr                 dora zaman spm https://t.co/4LUHz0gTkc
2020-06-21 19:37:35,mana lama bgt suer
2020-06-21 19:37:35,"@_iamthelegend Kh dyain ,,,xiada sy xiada dant pr jani 🤷‍♀️"
2020-06-21 19:37:35,"@roziantya Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/1yVYW1KczD"
2020-06-21 19:37:35,@ningtyastia Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/qxtzZGiUjb
2020-06-21 19:37:35,@michiciklit Ngapa
2020-06-21 19:37:35,gempanya brp sr ya?
2020-06-21 19:37:35,"RT @Yassmen30785959: Follow L 2lpy😚♥️♥️♥️♥️
@AmiraElgohary56"
2020-06-21 19:37:35,Mutualku yang anak jogja nongol di TL pas gempa doank 🤣🤣🤣.
2020-06-21 19:37:35,@Pradnand Lgsg mak jenggirat
2020-06-21 19:37:35,"@ulfanoorlaili Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/J3BKZWMUXp"
2020-06-21 19:37:35,"RT @bleupotat03: Bismillah....

Hai, aku pertama kalinya open commission *gugup*, jadi maaf jika masih ada beberapa kekurangan :""))

RT are…"
2020-06-21 19:37:35,@chuwwinggam Jogjaa hyung
2020-06-21 19:37:35,@risang_narindra lindu apaan a
2020-06-21 19:37:35,RT @NjwaLatif: Marah betul abang ni. Dengan kita kita yang scan ni pun takut. 🥺
2020-06-21 19:37:35,"Untuk setiap manusia di dunia ini, Tuhan telah memberikan sesuatu yang mulia dan baik ke dalam hatinya. Selalu jaga hatimu."
2020-06-21 19:37:35,@OmerSB24 Lan s.g bebe
2020-06-21 19:37:35,gede banget jir gempanya
2020-06-21 19:37:35,Linduu
2020-06-21 19:37:35,@awif_ozi Aku ning banjar tp kecil bgt wiff tp kerasa gelombang love sama rayleighnya
2020-06-21 19:37:35,"@_Husseyy thike, ab mai kia kr skti 🤭"
2020-06-21 19:37:35,@banhanallergy aku juga pake
2020-06-21 19:37:35,gempaaaaa
2020-06-21 19:37:35,@m00njosuh nie lg cas
2020-06-21 19:37:35,"@mariaeka_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/XCzJhnBnoX"
2020-06-21 19:37:35,RT @MAULANA62884772: @GYatmoko @muispebrianto @URaffa05 @AgoesAguss @veraagustian_ @pakdhe_mu @n4talie__cr1sti @APLpangeran1 @LuwitaEmilly8…
2020-06-21 19:37:35,"RT @ThalapathiThan8: HBD THALAPATHI @actorvijay ANNA
 #HBDTHALAPATHYVijay
 #HBDTHALPATHYVijay
 #HBDTHALPATHYVijay
 #HBDVIJAYANNA https://t.…"
2020-06-21 19:37:35,barusan ini aku kebangun halu apa emang.....?
2020-06-21 19:37:35,"Gempa gaess, jogja area"
2020-06-21 19:37:35,"@sartikaanaka_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/21uCN49Uyl"
2020-06-21 19:37:35,@babytalitha12 Dm nomer wa nya donggg
2020-06-21 19:37:35,@kkleoooo siiiiii SW-6249-3049-9111
2020-06-21 19:37:35,"anjir, gempa"
2020-06-21 19:37:35,"@_ershanti Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/oGTrYqruFF"
2020-06-21 19:37:35,"RT @TXTImagine: /txi/
ㅤ
Kang Taehyun              Ke “Mbak, mau
dari “Mbak, aku            aku jemput pakai
jemput pakai                mob…"
2020-06-21 19:37:34,@neninateresia kenceng uga hatimu yah :)
2020-06-21 19:37:34,"Berasa goyang,  wes heboh nggugahi uwong tapi lampu gantung karo kolam iwak e anteng"
2020-06-21 19:37:34,"RT @andihiyat: Kadang suka ngomong ke diri sendiri ""Mau lu apa sih sebenernya"""
2020-06-21 19:37:34,"@yoshanokefin Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/9laEm5ewHe"
2020-06-21 19:37:34,uJub Jub unjani kanti? 🤣🤣🤣 #Uyajola99
2020-06-21 19:37:34,@adhika_tgalek @infoBMKG Berasa sampe ngawi nii
2020-06-21 19:37:34,@nksthi Langsung mak tratap nek aku
2020-06-21 19:37:34,BEBITA 🥺💜 https://t.co/JL17j79Uao
2020-06-21 19:37:34,@NiaPutriAndari3 Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/gkrugVMKzj
2020-06-21 19:37:34,@alodieja - barusan bangett jogja dan sekitarnya
2020-06-21 19:37:34,@daunbwangsledri jogjaaa gede bgtt takutt sampe kaget padahal lagi tidur nyenyak bgt
2020-06-21 19:37:34,@bbyxxii Maaf aku salah ya😢
2020-06-21 19:37:34,"RT @JeromePolin: untuk nemu yang cocok butuh waktu yang lama,
sekalinya nemu yang cocok gak bisa bersama"
2020-06-21 19:37:34,Apakah ini gegara merapi lagi??
2020-06-21 19:37:34,@91sdonnylwt The TPWK pin &lt;3
2020-06-21 19:37:34,@india58985328 Tika biso to pema ndeko.
2020-06-21 19:37:34,@axelllxander Iya kamu dom mana
2020-06-21 19:37:34,Dibangunin gempa Jogja...
2020-06-21 19:37:34,@meleimoos Ndredek dit aku yaAllah
2020-06-21 19:37:34,@wnsitiii Tengoklah ct ..best hahaha
2020-06-21 19:37:34,RT @Anyaselalubenar: pernah gak sih saking senengnya sampe gak bisa tidur?
2020-06-21 19:37:34,"RT @DoaIndah: Bila Allah mencintai seorang hamba, maka Allah memberinya cobaan supaya Allah mendengar tadharru (rintihan do'a) nya. (HR. Ba…"
2020-06-21 19:37:34,"Gimana pun kamu , keadaan mu , aku tetap sayang kamu :*"
2020-06-21 19:37:34,"Yogya Gempa, lumayan kerasa getarannya
#Yogyagempa"
2020-06-21 19:37:34,RT @joonaive: Seboso https://t.co/K2aFvkPjQm
2020-06-21 19:37:34,"@lmjftpetsch um
Dinah Jane"
2020-06-21 19:37:34,Gempa = Run
2020-06-21 19:37:34,@Kulinobareng_ Pusat e ngendi iki ?merapi po udu?
2020-06-21 19:37:34,RT @GrillBox_: Bismillah!!! https://t.co/5YrJHzXxwl
2020-06-21 19:37:34,RT @villanellesscar: https://t.co/66NvuCHEip stan sandra oh😌
2020-06-21 19:37:34,@shinsolito Sipi uwu https://t.co/fOtmdTvN7T
2020-06-21 19:37:34,"@riapurnamasari_ Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/GfzHwJ3Tyt"
2020-06-21 19:37:34,RT @danidrm1_: Klo punya banyak uang mau ngapain? https://t.co/P5maX7yBNh
2020-06-21 19:37:34,@senooprasetyo Loh km di malang kan sen?? Jauh juga ya
2020-06-21 19:37:34,@jaurbizzle Dinah Jane
2020-06-21 19:37:34,Jaga malamku makliyut.
2020-06-21 19:37:34,"RT @NRahadianti_: Dear Kim Jongdae 
kamu tau gak exol hari ini bahagia bgt denger suara ketawa kamu yg cuma 3 detik  termasuk aku hehe aku…"
2020-06-21 19:37:34,udh jenuh bgt sama hp hhhh
2020-06-21 19:37:34,Masih gemeter
2020-06-21 19:37:34,Yaallah kuat banget gempanya🥺
2020-06-21 19:37:34,@LenDraBlackID Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/Pqj6boFKXF
2020-06-21 19:37:34,@uyajola99 Mara #JubJub athi Lento yokuthi umuntu womuntu umnandi...
2020-06-21 19:37:34,"RT @SawadikapPAP: Giliran gua jomblo gada yang ngedeketin. Giliran gua pacaran banyak yang ngedeketin. 
  
Maunya kalian apaan sih?"
2020-06-21 19:37:34,"2:34 gempa! huhu
tidur ampe kebangun, gede dan lama getarannya 😭"
2020-06-21 19:37:34,@yunohvalentine wkwk plis kak knp sempet2nya ngomentarin temennya😭
2020-06-21 19:37:34,"Ya allah abis gempa😭
Mana di lantai 5 kerasa banget :"""""
2020-06-21 19:37:34,"RT @AstNovicha: ㅤ

Kenapa ya, nahan diri untuk ga mainin HP pas di charger itu susah banget???

                     ㅤㅤ"
2020-06-21 19:37:34,RT @area_jogja: Gempa Lur
2020-06-21 19:37:34,Gempa cuy...
2020-06-21 19:37:34,@ALN_Fandomless WKWKWKWKWK
2020-06-21 19:37:34,@AlbertusY @ardcaco Kasar e albert saiki
2020-06-21 19:37:34,Astofirullah opo iki mau 😭
2020-06-21 19:37:34,@shaffihdauda1 Yule angefutwa uamzi iwe fundisho goli zote mbili zilikua halari
2020-06-21 19:37:34,GEMPANA KENCENG LA WOI ILAHHH
2020-06-21 19:37:34,bolelo https://t.co/VqRY23apdH
2020-06-21 19:37:34,gempaa 🥺
2020-06-21 19:37:34,"ketoke ra ngombe amer, kok nggliyeng"
2020-06-21 19:37:34,@salaszamorano Auto mlayu metu tapi aku tok sek metu
2020-06-21 19:37:34,@tesalonicagc ampe ngefrezze
2020-06-21 19:37:34,@mmalakksheriff el ra2sa di bete2refnj mesh arfa leh
2020-06-21 19:37:34,RT @rafhanahridzz: Dah lama guna ig ads sebab memang berbaloi. Satu kali ads mesti akan ada sale berganda ganda dari modal bayar ads. Tak s…
2020-06-21 19:37:34,Gempa 😭😭😭😭
2020-06-21 19:37:34,@jogmfs Bangettt
2020-06-21 19:37:34,@airputihtanpaes Dimana bang?
2020-06-21 19:37:34,@LuckyShotsMIX @ASUS_ROGNA Kemove Gk61 60% full mechanical keyboard
2020-06-21 19:37:34,RT @JogjaUpdate: gempa
2020-06-21 19:37:34,@ndzmth baguslah aku nk cerita something ni
2020-06-21 19:37:34,RT @asyerafeuuu: tolong ajar aku ootd please.
2020-06-21 19:37:34,@chendrasutrisna Buanter polll
2020-06-21 19:37:34,"RT @TheCakeChancery: 🥰🥰🥰🥰🥰🥰...
Delivered to Apata , Ibadan.. https://t.co/T28Bv0Kc6J"
2020-06-21 19:37:34,@callmefaraa semangat syg
2020-06-21 19:37:34,@_special1004 daerah timur sana ya? tadi ada yg blg jogja
2020-06-21 19:37:34,RT @arianna__may: KAK boring
2020-06-21 19:37:34,Jadi ini alasan aku bangun jam set. 2. Biar ngerasain geternya gempa jam set. 3 😭😭😭
2020-06-21 19:37:34,"Di oyak2 rinduu🥺,ehh Lindu😒"
2020-06-21 19:37:34,Seodam kapal angst. No debat. https://t.co/gETLs2JhR9
2020-06-21 19:37:34,@ed3mnyyyy Allah allah😂😂😂😂😂😂😂
2020-06-21 19:37:34,"udah pengen tidur eh tb"" kasurnya dugem :)"
2020-06-21 19:37:34,@YAOIBASERP Karna sub sperti km tak suka dom sperti sy
2020-06-21 19:37:34,"Narkoba merusak akal sehat
#EkstasiHarusDihindari https://t.co/YmFK6Qz4sY"
2020-06-21 19:37:34,@kucinkgawl lo dimana emang?
2020-06-21 19:37:34,@jogmfs Tak kiro aku vertigo
2020-06-21 19:37:34,@sukasukananaa Iya beb
2020-06-21 19:37:34,@hrrrssaa ak ga ngerasa
2020-06-21 19:37:34,Gempa
2020-06-21 19:37:34,kebangun grgr gempa😟😥😰
2020-06-21 19:37:34,RT @JogjaUpdate: gempa
2020-06-21 19:37:34,@falIingreys sisi
2020-06-21 19:37:34,"@ilsurrr Mak gregah kene lur, wedine nek ko gunung wkwk"
2020-06-21 19:37:34,takut tp ngakakkkkk 🤣🤣😭😭😭 https://t.co/zNLxgSUVCt
2020-06-21 19:37:34,"@Nadiya_Sil Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/PDYao7yOGe"
2020-06-21 19:37:34,@nepanepoo @gerryodonn Asyu aku lg nguyuh..suarane medheni
2020-06-21 19:37:34,"@andihiyat Tidur, kesehatanmu loh"
2020-06-21 19:37:34,Kebangun badan goyang-goyang ku kira kenapa ternyata gempa -_-
2020-06-21 19:37:34,Konco-konco di jogja update status gempa berbarengan 😵
2020-06-21 19:37:34,@BamBam1A Berlin  2019🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪❤❤❤❤❤ https://t.co/KoNFHfwZXj
2020-06-21 19:37:34,RT @girlgroupspics: apink ; naeun https://t.co/Xj0ZSM2Xw6
2020-06-21 19:37:34,@Luhvmystic1 iya kaan baruu aja
2020-06-21 19:37:34,"Pintu bapak kontrakan ampe bunyi, rumah berasa goyang njir"
2020-06-21 19:37:34,gempa barusan
2020-06-21 19:37:34,@taylorswiftbr Opan 👀
2020-06-21 19:37:34,Sp di jogja? Gempa kan? Aku kerasa bgt
2020-06-21 19:37:34,"@tae12k @noothooman Kabupaten bogor ka, selamat sidangnya kaa"
2020-06-21 19:37:34,@staydevi aku kira kasurku digoyang setan gataunya gempa 😭
2020-06-21 19:37:34,Gempa yampun
2020-06-21 19:37:34,"Woy gemeteran anjerr, gempanya kerasa bangett:"""
2020-06-21 19:37:34,@artjauregxs Dinah Jane
2020-06-21 19:37:34,@Megachix Salamandra? 🤔😅
2020-06-21 19:37:34,"@Siphumeleli @SizweLo Last year, I saw a group yamabhunu kwelinye lamathuna amadala ngabuza ekhehleni lathi beza njalo ngonyaka"
2020-06-21 19:37:34,"Dengan patuh, Sirius berlutut di hadapan sang iblis. Kedua tangannya mengepal di atas paha, tetapi ia tidak melakukan apapun. Ia sudah siap dengan segala konsekuensi yang akan didapatkannya. 

“This filthy soul of yours … I'm not interested.” Sang iblis berkata sambil ..."
